,QV2M,RH2M,PS,T2M,T2M_MIN,T2M_MAX,WS10M,WS50M,WS10M_MAX,WS50M_MAX,WS10M_MIN,WS50M_MIN,T2M_MIN_MINIMO,T2M_MAX_MAXIMO,WS10M_MAX_MAXIMO,WS50M_MAX_MAXIMO,WS10M_MIN_MINIMO,WS50M_MIN_MINIMO
20000131,17.661935483870966,77.82290322580646,100.9558064516129,27.373548387096776,26.865483870967743,27.838387096774195,6.465161290322581,7.176129032258065,7.0606451612903225,7.860967741935484,5.780322580645161,6.466774193548387,25.99,28.38,8.84,9.93,3.74,3.88
20010131,17.23155737704918,78.2394262295082,101.18098360655738,26.88855191256831,26.426775956284153,27.343087431693988,7.297431693989071,8.223579234972677,8.051775956284153,9.109918032786885,6.4783333333333335,7.303770491803278,24.6,29.01,11.41,13.23,0.22,0.22
20020131,17.16750684931507,77.90882191780823,101.23027397260275,26.89490410958904,26.429041095890412,27.349753424657536,7.379561643835617,8.301342465753423,8.129068493150685,9.176794520547945,6.580493150684932,7.408904109589041,24.61,28.88,11.77,13.62,1.22,1.23
20030131,17.251205479452054,78.23194520547945,101.25706849315068,26.913260273972604,26.46515068493151,27.369561643835613,7.340356164383562,8.274520547945205,8.076575342465754,9.15186301369863,6.569479452054795,7.404493150684931,25.05,28.8,11.96,13.82,1.22,1.28
20040131,17.487287671232878,78.42290410958904,101.21287671232876,27.091698630136985,26.63572602739726,27.564164383561643,7.284931506849315,8.208931506849316,8.046931506849315,9.102767123287672,6.420000000000001,7.246657534246576,24.12,29.15,11.51,13.31,0.89,0.95
20050131,17.320628415300547,77.83967213114754,101.22043715846995,27.06379781420765,26.629043715846993,27.51090163934426,7.507486338797814,8.499617486338797,8.177732240437159,9.292377049180327,6.731830601092896,7.633661202185793,23.94,29.37,12.09,14.17,3.16,3.31
20060131,17.387890410958903,77.73945205479453,101.19704109589041,27.135397260273972,26.70435616438356,27.594876712328766,7.633479452054794,8.645890410958904,8.332904109589041,9.472082191780821,6.838520547945206,7.750876712328767,25.16,29.32,11.36,13.19,1.34,1.45
20070131,17.492630136986303,78.06446575342466,101.19980821917808,27.171068493150685,26.73235616438356,27.61158904109589,7.160684931506849,8.067753424657534,7.923698630136987,8.971835616438355,6.321589041095891,7.129780821917808,25.2,29.23,12.45,14.43,1.09,1.17
20080131,17.301506849315068,78.00539726027398,101.19871232876712,26.992794520547946,26.545835616438357,27.459205479452056,7.732821917808219,8.74517808219178,8.49441095890411,9.64558904109589,6.90586301369863,7.816712328767123,24.79,29.15,11.75,13.58,1.45,1.48
20090131,17.50245901639344,79.09256830601093,101.15800546448088,26.965081967213113,26.494262295081967,27.442486338797817,7.171284153005464,8.086693989071039,7.975382513661201,9.04035519125683,6.261202185792349,7.059180327868852,23.94,28.94,12.32,14.39,0.77,0.79
20100131,17.694082191780822,79.38134246575342,101.17852054794521,27.082986301369864,26.62087671232877,27.526931506849316,6.443698630136986,7.226383561643836,7.263424657534247,8.19786301369863,5.571561643835616,6.250164383561644,24.37,29.12,11.89,13.75,0.11,0.11
20110131,17.83019178082192,78.43802739726027,101.13545205479453,27.396712328767123,26.921342465753426,27.87386301369863,7.36468493150685,8.293287671232877,8.151890410958904,9.231205479452054,6.462958904109589,7.281534246575343,24.23,29.56,12.14,14.02,1.57,1.66
20120131,17.62978082191781,79.60320547945204,101.15350684931506,26.966657534246576,26.500164383561643,27.418465753424655,7.209315068493151,8.132,8.056904109589041,9.141972602739726,6.266410958904109,7.060219178082192,24.48,29.05,12.33,14.27,0.18,0.2
20130131,17.162486338797816,78.47163934426229,101.2303825136612,26.77106557377049,26.316284153005466,27.24322404371585,7.824453551912568,8.822650273224044,8.50863387978142,9.640573770491804,7.054726775956285,7.94792349726776,24.67,28.61,12.59,14.55,3.34,3.59
20140131,17.476164383561645,78.43827397260274,101.21164383561644,27.08695890410959,26.608767123287674,27.547342465753427,7.474410958904109,8.412684931506849,8.182383561643835,9.264219178082191,6.68558904109589,7.515753424657534,24.74,29.22,12.45,14.38,1.34,1.52
20150131,17.354027397260275,78.51608219178082,101.25983561643837,26.95835616438356,26.47487671232877,27.431205479452053,7.4791780821917815,8.416246575342464,8.202054794520548,9.276986301369863,6.683808219178083,7.515506849315068,24.91,29.02,11.99,13.91,1.12,1.36
20160131,17.52627397260274,78.92238356164383,101.27616438356165,27.036630136986304,26.575205479452055,27.49369863013699,7.247561643835617,8.145972602739727,7.970438356164384,9.002054794520548,6.4290958904109585,7.228821917808219,25.06,28.73,11.53,13.46,0.4,0.39
20170131,17.70571038251366,78.68210382513662,101.25549180327869,27.24606557377049,26.796557377049183,27.71516393442623,7.758743169398906,8.754945355191257,8.485355191256831,9.615054644808744,7.009808743169399,7.908387978142076,25.31,29.18,11.73,13.49,2.12,2.38
20180131,17.70268493150685,79.50986301369862,101.22378082191781,27.068794520547947,26.614027397260276,27.531945205479452,7.564821917808219,8.538602739726027,8.307506849315068,9.428904109589041,6.754273972602739,7.619315068493151,24.95,29.07,13.81,16.23,1.64,1.71
20190131,17.661506849315067,79.64906849315068,101.23690410958905,27.002849315068495,26.548575342465753,27.46301369863014,7.308931506849316,8.233890410958903,8.092712328767124,9.176164383561645,6.502219178082192,7.321561643835616,25.05,28.87,11.2,12.95,0.16,0.16
20200131,17.88986301369863,79.4525205479452,101.2348493150685,27.249123287671235,26.789123287671234,27.700602739726026,7.031671232876712,7.910054794520548,7.822328767123288,8.854438356164383,6.184054794520548,6.947205479452055,25.31,29.18,11.84,13.7,0.05,0.12
20210131,18.088743169398906,79.83770491803278,101.2020218579235,27.346202185792354,26.884371584699455,27.796448087431695,7.029043715846995,7.910054644808743,7.849699453551912,8.895409836065573,6.201748633879782,6.9724043715847,24.51,29.74,11.56,13.48,0.46,0.49
20220131,18.01835616438356,79.78523287671233,101.18931506849314,27.31298630136986,26.803260273972604,27.815178082191782,7.0613972602739725,7.923315068493151,7.786575342465754,8.77758904109589,6.288630136986301,7.065698630136986,24.7,28.98,11.68,13.56,1.43,1.42
20230131,17.910219178082194,80.00457534246574,101.18424657534247,27.154054794520547,26.668739726027397,27.627589041095888,6.92145205479452,7.77986301369863,7.7041369863013704,8.720849315068493,6.086931506849315,6.830082191780822,24.77,29.18,11.75,13.65,0.84,0.92
20240131,18.898991596638655,80.99260504201682,101.1009243697479,27.851932773109244,27.411008403361343,28.24075630252101,6.081596638655462,6.794957983193277,7.060084033613445,7.989831932773109,5.185042016806722,5.768151260504202,25.44,29.02,10.06,11.48,0.59,0.62
